State name,District name,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,Households,Rural_Households,Urban_Households,Housholds_with_Electric_Lighting,LPG_or_PNG_Households,Households_with_Internet,Households_with_Computer,Households_with_Television,Households_with_Telephone_Mobile_Phone,Households_with_Car_Jeep_Van,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Male_percentage,Female_percentage,Sex_ratio,Male_literacy_percent,Female_literacy_percent
MAHARASHTRA,WASHIM,502,1197160,620302,576858,869917,487703,382214,330846,274925,55921,196022,36840,1875,10757,97022,125662,3623,859949,142672,1707,518,179330,8476,381,52.0,48.0,93.0,56.0,44.0
MAHARASHTRA,AMRAVATI,503,2888445,1480768,1407677,2251875,1207104,1044771,781815,508921,272894,512492,175917,9438,36185,302188,295756,15285,2055177,421410,7223,2242,383891,11360,3288,51.0,49.0,95.0,54.0,46.0
MAHARASHTRA,WARDHA,504,1300774,668385,632389,1019458,552617,466841,388704,268486,120218,266155,114029,4313,16260,170620,166398,6970,1057096,53854,2696,2147,175417,5663,2254,51.0,49.0,95.0,54.0,46.0
MAHARASHTRA,NAGPUR,505,4653570,2384975,2268595,3673808,1959220,1714588,1308366,430844,877522,917626,599780,57964,135750,728714,719955,71592,3492202,390974,34667,20469,668050,24528,12181,51.0,49.0,95.0,53.0,47.0
MAHARASHTRA,BHANDARA,506,1200334,605520,594814,899860,488709,411151,356418,283843,72575,227025,55948,2932,13165,117299,131424,5184,1009352,26502,2145,831,154458,1017,3555,50.0,50.0,98.0,54.0,46.0
MAHARASHTRA,GONDIA,507,1322507,661554,660953,1004243,542837,461406,386515,319702,66813,239981,38044,2866,13595,104997,123673,5074,1153861,26157,1827,2160,125282,1568,5080,50.0,50.0,100.0,54.0,46.0
MAHARASHTRA,GADCHIROLI,508,1072942,541328,531614,708365,395110,313255,330840,293586,37254,145459,31014,1663,11064,63613,73787,3098,927411,21063,3872,681,82695,454,30047,50.0,50.0,98.0,56.0,44.0
MAHARASHTRA,CHANDRAPUR,509,2204307,1123834,1080473,1578615,872565,706050,684655,451324,233331,418666,172661,8239,31419,229635,250418,12746,1780085,92297,10701,5251,286734,3861,23188,51.0,49.0,96.0,55.0,45.0
MAHARASHTRA,YAVATMAL,510,2772348,1419965,1352383,2022574,1115980,906594,798132,629243,168889,446516,134500,6094,29917,245261,279184,12132,2251401,239236,4567,1596,249874,11422,3745,51.0,49.0,95.0,55.0,45.0
MAHARASHTRA,NANDED,511,3361292,1730075,1631217,2189425,1255222,934203,821682,591119,230563,488748,116284,7548,43055,216364,384823,12341,2501741,471951,3902,13540,354189,5049,1273,51.0,49.0,94.0,57.0,43.0
MAHARASHTRA,HINGOLI,512,1177345,606294,571051,790743,450551,340192,284369,242456,41913,159114,27700,1221,9676,73640,134812,3833,863199,127552,992,643,176679,5278,103,51.0,49.0,94.0,57.0,43.0
MAHARASHTRA,PARBHANI,513,1836086,942870,893216,1157814,666291,491523,427239,293480,133759,272486,59272,3982,21196,135933,224888,6973,1328385,306364,2081,1371,187899,6238,262,51.0,49.0,95.0,58.0,42.0
MAHARASHTRA,JALNA,514,1959046,1011473,947573,1195523,699428,496095,502830,404746,98084,288895,60219,3791,17236,158182,255420,8400,1504641,274221,12542,1629,152540,9619,336,52.0,48.0,94.0,59.0,41.0
MAHARASHTRA,NASHIK,516,6107187,3157186,2950001,4345366,2397538,1947828,1668932,904661,764271,904710,536781,45039,138887,630639,798663,79590,5237009,693052,23946,8912,94783,38212,1795,52.0,48.0,93.0,55.0,45.0
MAHARASHTRA,THANE,517,11060148,5865078,5195070,8227161,4591396,3635765,3618151,713994,2904157,2231800,1610460,256170,551643,1741244,2011713,172210,8716055,1355630,280700,39149,449617,172052,9862,53.0,47.0,89.0,56.0,44.0
MAHARASHTRA,MUMBAI SUBURBAN,518,9356962,5031323,4325639,7575485,4223029,3352456,3078829,0,3078829,1964657,1586946,404757,652946,1725154,1918659,259702,6337132,1795788,322476,47288,469568,343639,18345,54.0,46.0,86.0,56.0,44.0
MAHARASHTRA,MUMBAI,519,3085411,1684608,1400803,2509022,1410680,1098342,1107321,0,1107321,625927,494883,121344,204234,543699,602209,80168,1873762,773173,84555,13471,134257,166000,31094,55.0,45.0,83.0,56.0,44.0
MAHARASHTRA,RAIGARH,520,2634200,1344345,1289855,1939994,1059692,880302,959028,581868,377160,547206,328277,38570,96301,374021,453122,43536,2239370,227465,17452,7477,121791,12260,1159,51.0,49.0,96.0,55.0,45.0
MAHARASHTRA,PUNE,521,9429408,4924105,4505303,7171723,3940210,3231513,3222457,1165718,2056739,1925019,1410448,235018,490260,1555272,1792197,273326,8090254,673704,134192,27090,340404,127786,9873,52.0,48.0,91.0,55.0,45.0
MAHARASHTRA,AHMEDNAGAR,522,4543159,2342825,2200334,3151890,1773355,1378535,1323404,1041393,282011,677592,300116,18370,68902,474009,639160,41423,4107143,320743,22766,5431,33898,38718,1408,52.0,48.0,94.0,56.0,44.0
MAHARASHTRA,BEED,523,2585049,1349106,1235943,1718507,987185,731322,698571,563114,135457,402052,82098,5614,29198,205352,346380,12836,2174672,320395,2097,824,68482,8719,399,52.0,48.0,92.0,57.0,43.0
MAHARASHTRA,LATUR,524,2454196,1273140,1181056,1650672,932432,718240,585632,428616,157016,381722,96018,6217,29758,190739,302745,13150,2006984,367664,2387,935,66535,6387,310,52.0,48.0,93.0,56.0,44.0
MAHARASHTRA,OSMANABAD,525,1657576,861535,796041,1137810,644304,493506,444990,367158,77832,240042,49180,3209,18183,117741,200323,7974,1437623,178925,942,340,28216,4530,195,52.0,48.0,92.0,57.0,43.0
MAHARASHTRA,SOLAPUR,526,4317756,2227852,2089904,2910676,1651266,1259410,1156231,779929,376302,595560,248255,15145,59296,376000,576726,28219,3795424,441254,9882,1279,35497,28134,568,52.0,48.0,94.0,57.0,43.0
MAHARASHTRA,SATARA,527,3003741,1510842,1492899,2225694,1201034,1024660,975471,774522,200949,562653,271186,14093,57423,374085,463058,36046,2691952,146970,4408,1182,141315,12810,676,50.0,50.0,99.0,54.0,46.0
MAHARASHTRA,RATNAGIRI,528,1615069,761121,853948,1199392,619012,580380,639362,538538,100824,367352,100860,7752,31062,163470,258015,15191,1307211,187197,1990,230,113467,3347,95,47.0,53.0,112.0,52.0,48.0
MAHARASHTRA,SINDHUDURG,529,849651,417332,432319,666067,348289,317778,340836,295847,44989,194228,42540,3517,15721,98475,131855,9264,780384,26264,15471,219,24762,1046,53,49.0,51.0,104.0,52.0,48.0
MAHARASHTRA,KOLHAPUR,530,3876001,1980658,1895343,2825845,1559760,1266085,1179314,796496,382818,770005,340318,22269,71879,507573,595768,49081,3379906,286558,15573,1570,29766,154882,1274,51.0,49.0,96.0,55.0,45.0
MAHARASHTRA,SANGLI,531,2822143,1435728,1386415,2049467,1121550,927917,853673,626872,226801,485126,227034,13212,49056,310230,415009,29515,2440312,239607,9098,1260,38210,87453,769,51.0,49.0,97.0,55.0,45.0
ANDHRA PRADESH,ADILABAD,532,2741239,1369597,1371642,1483347,856350,626997,817714,597466,220248,566108,194954,5512,45202,306433,403530,8338,2399901,275970,15422,1377,25510,617,322,50.0,50.0,100.0,58.0,42.0
ANDHRA PRADESH,NIZAMABAD,533,2551335,1250641,1300694,1389810,790214,599596,720298,565165,155133,545913,186740,5261,35036,308270,428744,10088,2123426,391596,19653,2357,1847,542,146,49.0,51.0,104.0,57.0,43.0
ANDHRA PRADESH,KARIMNAGAR,534,3776269,1880800,1895469,2206829,1257238,949591,1165280,877236,288044,926768,344667,8831,46584,589283,691495,14175,3491139,244723,24979,2086,332,312,115,50.0,50.0,101.0,57.0,43.0
ANDHRA PRADESH,MEDAK,535,3033288,1523030,1510258,1637137,953406,683731,789132,593653,195479,604719,163074,8635,47170,349304,482440,14362,2637313,342449,34301,1309,554,457,217,50.0,50.0,99.0,58.0,42.0
ANDHRA PRADESH,HYDERABAD,536,3943323,2018575,1924748,2892155,1542688,1349467,1066289,0,1066289,869721,581509,149034,274653,746818,799174,124106,2046051,1713405,87522,11446,1268,19560,1929,51.0,49.0,95.0,53.0,47.0
ANDHRA PRADESH,RANGA REDDY,537,5296741,2701008,2595733,3538028,1948784,1589244,1561322,432098,1129224,1211352,773246,142879,291745,949853,1094233,125225,4458858,617518,144037,8062,2041,3536,1629,51.0,49.0,96.0,55.0,45.0
ANDHRA PRADESH,MAHABUBNAGAR,538,4053028,2050386,2002642,1940646,1158386,782260,1010015,848963,161052,757821,136843,6153,60812,362791,570261,12615,3673456,334172,21345,658,290,388,267,51.0,49.0,98.0,60.0,40.0
ANDHRA PRADESH,NALGONDA,539,3488809,1759772,1729037,2001019,1160757,840262,1030937,833504,197433,789225,228818,7715,53777,464172,588791,18927,3249231,188646,35025,937,241,250,132,50.0,50.0,98.0,58.0,42.0
ANDHRA PRADESH,WARANGAL URBAN,540,3512576,1759281,1753295,2065023,1179790,885233,1046987,758738,288249,828077,237349,12952,59006,462819,568508,15727,3273755,197333,31377,1453,253,569,126,50.0,50.0,100.0,57.0,43.0
ANDHRA PRADESH,KHAMMAM,541,2797370,1390988,1406382,1630234,901640,728594,870625,669262,201363,668519,219710,8628,42171,416734,427722,11887,2595321,158887,33463,655,217,459,539,50.0,50.0,101.0,55.0,45.0
ANDHRA PRADESH,SRIKAKULAM,542,2703114,1341738,1361376,1495381,857824,637557,902436,752752,149684,615432,149554,3988,32280,297418,332230,5264,2666950,9025,18879,193,77,160,106,50.0,50.0,101.0,57.0,43.0
ANDHRA PRADESH,VIZIANAGARAM,543,2344474,1161477,1182997,1238388,707503,530885,749514,592458,157056,527736,140361,4453,24128,278230,265587,5002,2299129,16423,17853,380,114,815,183,50.0,50.0,102.0,57.0,43.0
ANDHRA PRADESH,VISAKHAPATNAM,544,4290589,2138910,2151679,2568249,1422878,1145371,1379340,718847,660493,1010250,495389,45492,124729,666976,657824,46469,4105320,86330,77607,2301,850,2316,286,50.0,50.0,101.0,55.0,45.0
ANDHRA PRADESH,EAST GODAVARI,545,5154296,2569688,2584608,3288577,1716933,1571644,1605841,1199479,406362,1297273,479914,22411,93784,821421,732492,25381,4983330,77777,77825,738,413,4149,403,50.0,50.0,101.0,52.0,48.0
ANDHRA PRADESH,WEST GODAVARI,546,3936966,1964918,1972048,2652389,1379223,1273166,1255628,1007255,248373,1017568,435334,12050,55613,648607,578252,14687,3733191,86142,109120,288,209,1578,211,50.0,50.0,100.0,52.0,48.0
ANDHRA PRADESH,KRISHNA,547,4517398,2267375,2250023,3009718,1598959,1410759,1476334,909292,567042,1163932,632890,30438,101450,794346,743696,27969,4023678,307043,145598,1393,863,6320,906,50.0,50.0,99.0,53.0,47.0
ANDHRA PRADESH,GUNTUR,548,4887813,2440521,2447292,2960441,1634726,1325715,1582990,1069877,513113,1186028,648568,19383,80434,816849,733133,17424,4217597,559770,89763,764,323,3282,332,50.0,50.0,100.0,55.0,45.0
ANDHRA PRADESH,PRAKASAM,549,3397448,1714764,1682684,1904435,1107686,796749,1087575,873486,214089,763746,290947,6151,43611,468022,494689,9071,3150195,220654,18775,266,97,204,206,50.0,50.0,98.0,58.0,42.0
ANDHRA PRADESH,S.P.S. NELLORE,550,2963557,1492974,1470583,1832189,1011922,820267,953513,689137,264376,696024,233623,10201,39583,486148,443579,11661,2639737,288378,26202,678,239,2610,146,50.0,50.0,99.0,55.0,45.0
ANDHRA PRADESH,Y.S.R. KADAPA,551,2882469,1451777,1430692,1716766,994699,722067,884093,590589,293504,671764,209532,6667,39923,409629,439641,7558,2391231,454108,23281,367,105,751,245,50.0,50.0,99.0,58.0,42.0
ANDHRA PRADESH,KURNOOL,552,4053463,2039227,2014236,2127161,1246369,880792,1090835,783853,306982,816721,195001,10081,56478,543044,572406,10622,3328380,670737,33165,737,255,2235,434,50.0,50.0,99.0,59.0,41.0
ANDHRA PRADESH,ANANTAPUR,553,4081148,2064495,2016653,2310960,1338474,972486,1244428,902997,341431,897970,223016,8606,48299,559461,581087,9915,3599372,443456,20463,932,341,1417,309,51.0,49.0,98.0,58.0,42.0
ANDHRA PRADESH,CHITTOOR,554,4174064,2090204,2083860,2667878,1484794,1183084,1303870,907970,395900,944555,324406,13763,67087,611465,632803,16296,3737588,397870,24129,867,253,1322,358,50.0,50.0,100.0,56.0,44.0
KARNATAKA,BELAGAVI,555,4779661,2423063,2356598,3052032,1725548,1326484,1318975,962777,356198,808827,240742,17560,73497,468274,641485,35104,4038331,528412,18418,2037,1086,178310,149,51.0,49.0,97.0,57.0,43.0
KARNATAKA,BAGALKOTE,556,1889752,950111,939641,1113412,641388,472024,490657,324799,165858,301389,49345,3745,26297,161280,234284,9726,1634229,219991,3433,443,412,25198,166,50.0,50.0,99.0,58.0,42.0
KARNATAKA,BIJAPUR,557,2177331,1111022,1066309,1248268,730566,517702,527490,396449,131041,326594,58890,4987,36571,164015,284523,11722,1786830,369588,2433,558,374,8665,499,51.0,49.0,96.0,59.0,41.0
KARNATAKA,BIDAR,558,1703300,870665,832635,1042673,597198,445475,389403,287134,102269,271439,34924,3971,36072,116314,187983,9724,1289709,335184,35438,1145,30453,680,521,51.0,49.0,96.0,57.0,43.0
KARNATAKA,RAICHUR,559,1928812,964511,964301,979769,577213,402556,455848,330446,125402,314547,51443,5200,33903,162411,242634,11104,1634062,272022,10394,538,2265,4156,29,50.0,50.0,100.0,59.0,41.0
KARNATAKA,KOPPAL,560,1389920,699926,689994,809085,468785,340300,337649,272968,64681,223166,31673,2135,15263,113995,166636,6211,1218024,161770,4081,296,85,2898,461,50.0,50.0,99.0,58.0,42.0
KARNATAKA,GADAG,561,1064570,537147,527423,700177,397178,302999,291972,180066,111906,198064,31959,3373,15625,104708,128416,5205,907750,143665,3432,231,79,5993,74,50.0,50.0,98.0,57.0,43.0
KARNATAKA,DHARWAD,562,1847023,937206,909817,1301664,711776,589888,483104,199707,283397,347962,140584,15013,49585,233604,266330,21127,1390020,386834,28747,1486,715,29037,2748,51.0,49.0,97.0,55.0,45.0
KARNATAKA,UTTARA KANNADA,563,1437169,726256,710913,1081906,582099,499807,474792,334281,140511,290791,88187,6129,21501,168026,218382,13152,1187306,187974,44530,305,12804,3624,64,51.0,49.0,98.0,54.0,46.0
KARNATAKA,HAVERI,564,1597668,819128,778540,1085443,603793,481650,413564,315076,98488,295937,41517,2456,17819,155076,194815,5681,1281878,297927,2406,419,68,9834,702,51.0,49.0,95.0,56.0,44.0
KARNATAKA,BALLARI,565,2452595,1236954,1215641,1421621,813440,608181,623480,371604,251876,440374,114040,9626,40190,291101,327050,14163,2103633,320834,14014,1029,284,8044,54,50.0,50.0,98.0,57.0,43.0
KARNATAKA,CHITRADURGA,566,1659456,840843,818613,1087392,607188,480204,447348,349704,97644,307257,60522,5711,28897,174344,206637,7425,1520553,128751,3175,322,84,3778,128,51.0,49.0,97.0,56.0,44.0
KARNATAKA,DAVANAGERE,567,1945497,986400,959097,1308540,720637,587903,530691,354680,176011,372671,100812,7320,39416,256051,284572,15449,1658465,265805,5420,307,164,6417,1743,51.0,49.0,97.0,55.0,45.0
KARNATAKA,SHIVAMOGGA,568,1752753,877415,875338,1263016,674938,588078,554106,352444,201662,363835,128087,8791,35207,259899,299155,20781,1479424,234664,26521,400,120,9234,367,50.0,50.0,100.0,53.0,47.0
KARNATAKA,UDUPI,569,1177361,562131,615230,926429,465704,460725,385389,269817,115572,224814,83810,9070,24817,173033,220948,21349,1009179,96740,65838,232,161,4534,155,48.0,52.0,109.0,50.0,50.0
KARNATAKA,CHIKKAMAGALURU,570,1137961,566622,571339,818345,438257,380088,392426,311660,80766,238505,74534,4510,18727,169969,196527,15446,1004553,101235,26000,182,109,4710,4,50.0,50.0,101.0,54.0,46.0
KARNATAKA,TUMAKURU,571,2678980,1350594,1328386,1813391,1006024,807367,890242,685443,204799,562769,116539,7971,41751,321848,372910,14929,2413812,245923,9130,477,187,5067,161,50.0,50.0,98.0,55.0,45.0
KARNATAKA,BENGALURU URBAN,572,9621551,5022661,4598890,7512276,4078041,3434235,3267960,300576,2967384,2330631,1788912,430880,790103,2042977,2180792,414862,7725070,1248294,504863,13254,5531,83090,498,52.0,48.0,92.0,54.0,46.0
KARNATAKA,MANDYA,573,1805769,905085,900684,1149649,638668,510981,562302,458867,103435,391033,80452,3367,20265,236020,265094,8188,1712695,77801,8506,322,299,3607,109,50.0,50.0,100.0,56.0,44.0
KARNATAKA,HASSAN,574,1776421,883667,892754,1225256,668836,556420,628981,496103,132878,400702,90599,4851,23444,272295,307439,14979,1630814,120011,15611,289,623,5820,3,50.0,50.0,101.0,55.0,45.0
KARNATAKA,DAKSHINA KANNADA,575,2089649,1034714,1054935,1666323,864019,802304,650292,332919,317373,386300,175270,23305,55233,285365,375945,47655,1403854,501896,171398,525,445,10397,138,50.0,50.0,102.0,52.0,48.0
KARNATAKA,KODAGU,576,554519,274608,279911,412877,215302,197575,212974,181182,31792,113931,40958,3308,10758,83016,104109,16963,448986,87274,17130,139,126,250,220,50.0,50.0,102.0,52.0,48.0
KARNATAKA,MYSURU,577,3001127,1511600,1489527,1962180,1063766,898414,920982,540596,380386,640868,273706,28397,80086,441131,472605,40420,2631985,290549,39361,1255,16194,14419,493,50.0,50.0,99.0,54.0,46.0
KARNATAKA,CHAMARAJANAGARA,578,1020791,512231,508560,565279,312957,252322,319880,262680,57200,212156,40944,1334,11863,112332,122899,3122,942071,47210,22183,136,4872,761,140,50.0,50.0,99.0,55.0,45.0
KARNATAKA,KALABURAGI,579,2566326,1301755,1264571,1427368,828359,599009,600007,400704,199303,404767,77334,9752,52483,222126,307848,12872,2011014,513125,8344,826,9589,4865,330,51.0,49.0,97.0,58.0,42.0
KARNATAKA,YADGIR,580,1174271,590329,583942,510003,306751,203252,262995,207787,55208,156222,18978,1410,13216,61249,118907,4365,997974,155340,8677,331,7970,1519,996,50.0,50.0,99.0,60.0,40.0
KARNATAKA,KOLAR,581,1536401,776396,760005,1016219,564110,452109,477609,326567,151042,309494,72407,5051,27235,209698,223139,9208,1305431,199873,26722,253,150,2494,92,51.0,49.0,98.0,56.0,44.0
KARNATAKA,CHIKKABALLAPURA,582,1255104,636437,618667,783222,442158,341064,409702,315649,94053,257243,50936,2672,17360,152493,167548,6620,1100131,147810,4684,264,85,975,77,51.0,49.0,97.0,56.0,44.0
KARNATAKA,BENGALURU RURAL,583,990923,509172,481751,688749,385311,303438,326462,231052,95410,214253,77454,3729,17066,156967,165588,10389,890429,92252,5368,389,272,1045,85,51.0,49.0,95.0,56.0,44.0
KARNATAKA,RAMANAGARA,584,1082636,548008,534628,674758,378461,296297,351784,266950,84834,238926,46872,2844,18003,141873,148199,5537,959260,114311,6390,383,104,859,57,51.0,49.0,98.0,56.0,44.0
GOA,NORTH GOA,585,818008,416677,401331,663060,351738,311322,325089,115859,209230,173951,132612,23440,56266,146307,158921,44342,622213,57941,134169,618,553,546,166,51.0,49.0,96.0,53.0,47.0
GOA,SOUTH GOA,586,640537,322463,318074,502427,264085,238342,251493,88620,162873,138810,102191,17624,44299,115535,128759,35031,341664,63623,231961,855,542,563,92,50.0,50.0,99.0,53.0,47.0
LAKSHADWEEP,LAKSHADWEEP,587,64473,33123,31350,52553,28023,24530,21242,5289,15953,10669,1779,327,1501,6855,10023,245,1788,62268,317,8,10,11,7,51.0,49.0,95.0,53.0,47.0
KERALA,KASARAGOD,588,1307375,628613,678762,1037492,516476,521016,417805,251641,166164,237670,74092,10378,32484,179664,239445,19438,729987,486913,87454,151,362,130,152,48.0,52.0,108.0,50.0,50.0
KERALA,KANNUR,589,2523003,1181446,1341557,2138434,1012956,1125478,872479,306288,566191,511167,115356,32653,83940,423337,503214,44108,1509592,742483,262526,424,1118,193,722,47.0,53.0,114.0,47.0,53.0
KERALA,WAYANAD,590,817420,401684,415736,645585,328136,317449,277988,266183,11805,149864,23028,4712,15944,109972,155220,13027,404460,234185,174453,61,312,1797,286,49.0,51.0,103.0,51.0,49.0
KERALA,KOZHIKODE,591,3086293,1470942,1615351,2615443,1266939,1348504,990336,323793,666543,641660,145558,36791,107602,490719,632201,54277,1734958,1211131,131516,297,235,601,588,48.0,52.0,110.0,48.0,52.0
KERALA,MALAPPURAM,592,4112920,1960328,2152592,3311315,1597404,1713911,1157129,634543,522586,730119,139994,27909,119918,485406,720497,59145,1135259,2888849,81556,205,179,68,579,48.0,52.0,110.0,48.0,52.0
KERALA,PALAKKAD,593,2809934,1359478,1450456,2239492,1122600,1116892,894341,665899,228442,587583,178386,27162,69440,447169,533223,43458,1875980,812936,114397,220,238,78,400,48.0,52.0,107.0,50.0,50.0
KERALA,THRISSUR,594,3121200,1480763,1640437,2678548,1282261,1396287,1051867,336748,715119,721625,338350,56148,132774,616644,671105,84016,1823442,532839,757484,259,278,62,585,47.0,53.0,111.0,48.0,52.0
KERALA,ERNAKULAM,595,3282388,1619557,1662831,2855676,1425723,1429953,1174691,369694,804997,771287,499291,88737,184167,696129,741106,135307,1509557,514397,1248137,860,614,1176,1083,49.0,51.0,103.0,50.0,50.0
KERALA,IDUKKI,596,1108974,552808,556166,923010,471881,451129,412433,391610,20823,244844,54626,8250,24863,207519,247060,21976,541854,82206,481507,100,189,44,384,50.0,50.0,101.0,51.0,49.0
KERALA,KOTTAYAM,597,1974551,968289,1006262,1749798,861592,888206,678161,481967,196194,464039,187213,37849,83999,406922,451226,73096,983598,126499,858608,204,358,83,565,49.0,51.0,104.0,49.0,51.0
KERALA,ALAPPUZHA,598,2127789,1013142,1114647,1852797,890552,962245,723536,331419,392117,507913,274392,28842,71593,425707,466736,42404,1460447,224545,435056,268,146,74,311,48.0,52.0,110.0,48.0,52.0
KERALA,PATHANAMTHITTA,599,1197412,561716,635696,1062553,499181,563372,472840,414992,57848,302296,128889,21015,49466,255822,291089,43382,681666,55074,456404,153,150,44,262,47.0,53.0,113.0,47.0,53.0
KERALA,KOLLAM,600,2635375,1246968,1388407,2240273,1074345,1165928,925130,523715,401415,630767,263148,31542,83133,525754,569631,58867,1697635,508500,421598,208,272,63,619,47.0,53.0,111.0,48.0,52.0
KERALA,THIRUVANANTHAPURAM,601,3301427,1581678,1719749,2785408,1354857,1430551,1169117,559293,609824,783872,343590,71621,155321,658734,697741,96456,2194057,452915,630573,404,301,76,1082,48.0,52.0,109.0,49.0,51.0
TAMIL NADU,THIRUVALLUR,602,3728104,1876062,1852042,2791721,1495711,1296010,1119433,387237,732196,909400,621907,75634,174279,857364,772398,54505,3325823,143093,233633,1422,951,3693,530,50.0,50.0,99.0,54.0,46.0
TAMIL NADU,CHENNAI,603,4646732,2335844,2310888,3776276,1968079,1808197,1314125,0,1314125,1096334,910262,217368,355838,1055696,1017122,146388,3751322,439270,358662,2851,2804,51708,1759,50.0,50.0,99.0,52.0,48.0
TAMIL NADU,KANCHEEPURAM,604,3998252,2012958,1985294,3013382,1611461,1401921,1213504,438799,774705,961161,622095,100322,200738,904619,832716,68427,3537399,173785,256762,1620,990,4962,756,50.0,50.0,99.0,53.0,47.0
TAMIL NADU,VELLORE,605,3936331,1961688,1974643,2773928,1504355,1269573,1140300,653499,486801,865913,417535,20623,69912,797713,653681,20393,3397857,414760,111390,676,438,3514,251,50.0,50.0,101.0,54.0,46.0
TAMIL NADU,TIRUVANNAMALAI,606,2464875,1235889,1228986,1626813,909803,717010,710163,563102,147061,549077,176242,6445,27529,505170,389329,7851,2294369,91636,66987,232,157,7898,110,50.0,50.0,99.0,56.0,44.0
TAMIL NADU,VILUPPURAM,607,3458873,1740819,1718054,2195776,1234479,961297,967314,808042,159272,748444,228172,8472,43311,676077,547305,13030,3174941,133896,138279,325,238,4032,278,50.0,50.0,99.0,56.0,44.0
TAMIL NADU,SALEM,608,3482056,1781571,1700485,2285562,1285107,1000455,1170352,572813,597539,835377,448968,20660,63867,749932,650064,30660,3326357,95487,53841,412,174,992,246,51.0,49.0,95.0,56.0,44.0
TAMIL NADU,NAMAKKAL,609,1726601,869280,857321,1176131,653312,522819,627484,370357,257127,441044,265276,8960,31581,418420,352439,18550,1673652,32483,16909,183,108,84,199,50.0,50.0,99.0,56.0,44.0
TAMIL NADU,ERODE,610,2251744,1129868,1121876,1492662,828300,664362,843684,411286,432398,595211,371015,18604,58861,557479,483430,33405,2115455,76098,55899,435,148,639,157,50.0,50.0,99.0,55.0,45.0
TAMIL NADU,NILGIRIS,611,735394,360143,375251,569647,299447,270200,264105,112126,151979,180261,86277,4561,17935,180262,149269,9543,569477,78452,84610,338,382,910,87,49.0,51.0,104.0,53.0,47.0
TAMIL NADU,DINDIGUL,612,2159775,1080938,1078837,1481834,816180,665654,713542,443818,269724,500057,209640,9155,38677,458486,379839,15538,1879494,105012,169945,313,256,71,138,50.0,50.0,100.0,55.0,45.0
TAMIL NADU,KARUR,613,1064493,528184,536309,727044,401726,325318,364661,212241,152420,264949,135831,4915,17995,250010,210748,10648,993666,53292,16483,115,29,7,79,50.0,50.0,102.0,55.0,45.0
TAMIL NADU,TIRUCHIRAPPALLI,614,2722290,1352284,1370006,2038981,1087765,951216,875727,452707,423020,651621,333478,30046,79588,592152,537414,28571,2279413,190964,246156,324,250,628,253,50.0,50.0,101.0,53.0,47.0
TAMIL NADU,PERAMBALUR,615,565223,282157,283066,375823,208011,167812,188592,155413,33179,135751,49390,1507,7745,125953,103116,2259,521658,32702,10301,83,39,38,26,50.0,50.0,100.0,55.0,45.0
TAMIL NADU,ARIYALUR,616,754894,374703,380191,480604,269582,211022,254277,223955,30322,177502,39642,1749,8371,165150,134358,2937,708397,7942,37403,104,88,65,42,50.0,50.0,101.0,56.0,44.0
TAMIL NADU,CUDDALORE,617,2605914,1311697,1294217,1815281,1000322,814959,758209,497429,260780,598412,244610,15396,50938,555029,470021,19828,2391675,123749,83334,401,236,1280,138,50.0,50.0,99.0,55.0,45.0
TAMIL NADU,NAGAPATTINAM,618,1616450,798127,818323,1213008,640916,572092,517740,399016,118724,381940,143846,5585,19692,362211,282418,9042,1435072,128617,47579,184,450,963,110,49.0,51.0,103.0,53.0,47.0
TAMIL NADU,THIRUVARUR,619,1264277,626693,637584,946471,503085,443386,408179,321331,86848,303114,109580,4416,15535,287260,225629,6790,1132785,96092,33192,258,151,279,64,50.0,50.0,102.0,53.0,47.0
TAMIL NADU,THANJAVUR,620,2405890,1182416,1223474,1790998,944264,846734,753372,479070,274302,555582,223044,13495,42912,522490,446982,17231,2075870,190814,133971,231,795,1256,148,49.0,51.0,103.0,53.0,47.0
TAMIL NADU,PUDUKKOTTAI,621,1618345,803188,815157,1110545,608776,501769,503941,399712,104229,354493,82967,4494,18272,324444,286329,7882,1428784,114194,72850,119,81,32,293,50.0,50.0,101.0,55.0,45.0
TAMIL NADU,SIVAGANGA,622,1339101,668672,670429,959744,526304,433440,452417,309224,143193,314270,113822,5773,24456,304124,258837,8222,1186078,74310,75481,150,80,109,24,50.0,50.0,100.0,55.0,45.0
TAMIL NADU,MADURAI,623,3038252,1526475,1511777,2273430,1223810,1049620,1010441,417718,592723,754141,391821,34097,95311,708942,618922,30852,2760502,168881,97711,520,199,1532,305,50.0,50.0,99.0,54.0,46.0
TAMIL NADU,THENI,624,1245899,625683,620216,870080,479403,390677,410623,189328,221295,312310,147529,4667,18830,291879,209456,6607,1148990,56751,37574,152,79,28,74,50.0,50.0,99.0,55.0,45.0
TAMIL NADU,VIRUDHUNAGAR,625,1942288,967709,974579,1398788,760375,638413,734724,363782,370942,505950,235005,10219,37357,457317,353909,9845,1822626,47838,67405,245,87,98,75,50.0,50.0,101.0,54.0,46.0
TAMIL NADU,RAMANATHAPURAM,626,1353445,682658,670787,978946,536487,442459,417239,290478,126761,291400,100484,5172,22379,284169,252000,5524,1047411,208038,91139,154,86,29,36,50.0,50.0,98.0,55.0,45.0
